,a,b,sim_score
337,7,?,0.21590432524681002
1507,7,A,0.044839616864919
1359,7,C,0.057594910264015
2015,7,F,0.008001333102583
1784,7,H,0.025262163951992003
735,7,J,0.12929132580757102
1250,7,M,0.067705862224102
1657,7,N,0.034723542630672004
1159,7,O,0.078009888529777
1110,7,T,0.082502402365207
798,7,V,0.12092222273349701
1501,7,Y,0.045414000749588006
47,7,Z,0.430791437625885
367,7,\,0.203363999724388
230,7,],0.25701677799224804
745,7,a,0.127991497516632
2082,7,c,0.0033676121383900003
2587,7,d,0.0
2654,7,e,0.0
2655,7,f,0.0
2656,7,g,0.0
2657,7,h,0.0
2726,7,i,0.0
2725,7,j,0.0
2724,7,k,0.0
2723,7,l,0.0
2722,7,m,0.0
2721,7,n,0.0
2720,7,o,0.0
2719,7,p,0.0
2718,7,q,0.0
2727,7,r,0.0
2717,7,s,0.0
2715,7,t,0.0
2714,7,u,0.0
2713,7,v,0.0
2712,7,w,0.0
2711,7,x,0.0
2710,7,y,0.0
2709,7,z,0.0
2708,7,{,0.0
2707,7,|,0.0
2716,7,},0.0
2728,7,~,0.0
2681,8,!,0.0
2702,8,"""",0.0
2701,8,#,0.0
2700,8,$,0.0
2699,8,%,0.0
2698,8,&,0.0
2697,8,',0.0
2696,8,(,0.0
2695,8,),0.0
2694,8,*,0.0
2693,8,+,0.0
2692,8,",",0.0
2691,8,-,0.0
2690,8,.,0.0
2689,8,/,0.0
2688,8,0,0.0
2687,8,1,0.0
2686,8,2,0.0
2685,8,3,0.0
2684,8,4,0.0
2683,8,5,0.0
2682,8,6,0.0
2197,8,7,0.0
258,8,9,0.245214074850082
500,8,:,0.16885189712047502
655,8,;,0.142700582742691
957,8,<,0.09916347265243501
764,8,=,0.12445763498544601
1010,8,>,0.09394947439432101
876,8,A,0.11007079482078501
29,8,B,0.46738153696060103
1716,8,C,0.030168497934937002
2044,8,H,0.005355997011065001
1270,8,O,0.065623462200164
1991,8,P,0.010416680015623
251,8,Q,0.24881187081336903
615,8,R,0.148855030536651
768,8,S,0.12408599257469101
1853,8,V,0.019851107150316002
1166,8,X,0.07729528844356501
1781,8,],0.025365253910422002
744,8,a,0.128129839897155
705,8,b,0.13439804315567
1742,8,c,0.028072591871023
2706,8,d,0.0
2751,8,e,0.0
2705,8,f,0.0
2703,8,g,0.0
2677,8,h,0.0
2676,8,i,0.0
2675,8,j,0.0
2674,8,k,0.0
2673,8,l,0.0
2672,8,m,0.0
2671,8,n,0.0
2670,8,o,0.0
2669,8,p,0.0
2678,8,q,0.0
2668,8,r,0.0
2666,8,s,0.0
2665,8,t,0.0
2664,8,u,0.0
2663,8,v,0.0
2662,8,w,0.0
2661,8,x,0.0
2660,8,y,0.0
2659,8,z,0.0
2658,8,{,0.0
2667,8,|,0.0
2679,8,},0.0
2680,8,~,0.0
2195,9,!,0.0
2158,9,"""",0.0
2160,9,#,0.0
2161,9,$,0.0
2162,9,%,0.0
2167,9,&,0.0
2166,9,',0.0
2165,9,(,0.0
2164,9,),0.0
2163,9,*,0.0
2159,9,+,0.0
2168,9,",",0.0
2157,9,-,0.0
2155,9,.,0.0
2148,9,/,0.0
2147,9,0,0.0
2146,9,1,0.0
2170,9,2,0.0
2171,9,3,0.0
2187,9,4,0.0
2186,9,5,0.0
2185,9,6,0.0
2180,9,7,0.0
2179,9,8,0.0
2080,9,<,0.003394031897187
932,9,=,0.10217848420143101
1149,9,>,0.07865744084119701
1545,9,?,0.04224432259798001
1196,9,@,0.073547400534152
1402,9,A,0.05436117574572501
687,9,B,0.137374565005302
608,9,D,0.14985194802284202
2139,9,E,0.00034709088504300003
1153,9,G,0.07831829041242601
1552,9,L,0.041981671005487005
2107,9,M,0.001746118068695
1367,9,O,0.056765541434288004
1872,9,P,0.018785281106829
210,9,Q,0.264803111553192
1660,9,R,0.034719642251729
641,9,S,0.144929811358451
1989,9,U,0.010546286590397
1597,9,V,0.038937330245971
1841,9,\,0.020593388006091
1940,9,],0.014073406346142
68,9,a,0.391910761594772
1764,9,b,0.026634735986590004
1418,9,c,0.05309088528156201
2176,9,d,0.0
2175,9,e,0.0
2174,9,f,0.0
2173,9,g,0.0
2172,9,h,0.0
2145,9,i,0.0
2194,9,j,0.0
2169,9,k,0.0
2156,9,l,0.0
2150,9,m,0.0
2152,9,n,0.0
2153,9,o,0.0
2192,9,p,0.0
2191,9,q,0.0
2190,9,r,0.0
2189,9,s,0.0
2188,9,t,0.0
2178,9,u,0.0
2177,9,v,0.0
2181,9,w,0.0
2182,9,x,0.0
2183,9,y,0.0
2184,9,z,0.0
2193,9,{,0.0
2149,9,|,0.0
2151,9,},0.0
2154,9,~,0.0
9,:,;,0.58169001340866
1194,:,<,0.07389037311077101
255,:,=,0.24765655398368802
1037,:,>,0.08991502970457001
1095,:,?,0.08440763503313001
959,:,B,0.09908178448677
866,:,C,0.111527480185031
1897,:,E,0.017134649679064
2098,:,F,0.0022594481706610004
1477,:,H,0.047686863690614006
1263,:,I,0.06628227233886701
1881,:,J,0.018478222191333
1806,:,M,0.0236979406327
1595,:,N,0.038955044001340006
1275,:,P,0.06534764170646601
1178,:,S,0.075548537075519
1521,:,T,0.043718453496694
1759,:,U,0.026881581172347003
1199,:,V,0.072970286011695
974,:,X,0.09763592481613101
1256,:,Y,0.067094929516315
1553,:,Z,0.041698943823575
1490,:,[,0.046513181179761005
928,:,\,0.103131338953971
1699,:,],0.031337648630142004
1347,:,c,0.05909591168165201
2300,:,e,0.0
1634,;,<,0.035911854356527
391,;,>,0.195442169904708
539,;,?,0.162258237600326
446,;,@,0.180087596178054
556,;,B,0.15930946171283702
1899,;,D,0.017104694619774
937,;,E,0.101583942770957
1287,;,F,0.064340405166149
918,;,G,0.10462065041065201
850,;,I,0.11378832161426501
2102,;,O,0.002063719555735
1126,;,P,0.081351771950721
1782,;,R,0.025360250845551
115,;,S,0.325856447219848
2066,;,U,0.0042405705899
741,;,W,0.12850618362426702
1290,;,X,0.06428679823875401
1651,;,],0.034896288067102
2120,;,b,0.00134397111833
143,<,=,0.303413540124893
195,<,>,0.271919965744018
1152,<,@,0.07838373631238901
988,<,A,0.096125088632106
1143,<,B,0.079231962561607
1663,<,E,0.03459857776761
940,<,I,0.10142394900321901
203,<,K,0.26828449964523304
1780,<,L,0.025458447635173003
1034,<,N,0.090097166597843
2057,<,O,0.00470140017569
807,<,Q,0.11979794502258301
560,<,R,0.15826378762722002
1091,<,S,0.08485844731330801
473,<,X,0.17380698025226501
398,<,Z,0.19373688101768402
1336,<,[,0.05967904627323101
540,<,\,0.16222597658634103
1073,<,a,0.08639395982027001
868,=,>,0.11131511628627701
1483,=,A,0.046969160437583
652,=,B,0.14289523661136602
767,=,C,0.124130457639694
1056,=,E,0.08795285969972601
1467,=,F,0.04833461344242
1571,=,H,0.040441900491714006
1900,=,M,0.017102640122175
620,=,N,0.148238912224769
2122,=,Q,0.0011031110771000001
1902,=,T,0.016994705423712002
1983,=,U,0.010863735340535
1888,=,W,0.017880657687783002
1157,=,X,0.078116960823535
2138,=,Y,0.00041787698864900004
785,=,Z,0.12240841984748801
875,=,\,0.110128507018089
688,=,c,0.137287437915802
521,>,@,0.16508929431438402
1013,>,A,0.09346994757652201
1231,>,B,0.06946328282356201
1439,>,E,0.0510745793581
1362,>,I,0.057342655956745
1768,>,J,0.026135560125112003
1563,>,K,0.040893334895372
1544,>,N,0.042386725544929005
1057,>,O,0.087888799607753
1653,>,P,0.034854315221309
1506,>,Q,0.044914133846759005
1380,>,R,0.055917285382747005
315,>,S,0.22100290656089702
1363,>,W,0.05718782916665
1145,>,X,0.07893382012844001
818,>,Z,0.117967300117015
139,>,\,0.30422848463058405
167,>,],0.28775343298912004
389,>,a,0.196032345294952
1445,?,D,0.050505571067333006
1405,?,F,0.054164808243513
960,?,G,0.098570019006729
1572,?,J,0.040410086512565
238,?,P,0.254263788461685
1969,?,Q,0.011781025677919001
1112,?,R,0.082472048699855
630,?,S,0.146417781710624
679,?,V,0.138494119048118
2005,?,X,0.009380921721458001
461,?,Y,0.17548108100891102
1281,?,a,0.064945414662361
1303,?,c,0.062436740845441006
1063,@,A,0.08745135366916601
981,@,D,0.09702128171920701
2006,@,F,0.009122584015130001
32,@,G,0.45714834332466103
494,@,I,0.17017178237438202
1709,@,K,0.030459785833954003
174,@,O,0.28341972827911305
1004,@,P,0.094247184693813
1175,@,Q,0.07620872557163201
629,@,R,0.14667797088623002
310,@,S,0.221635088324546
226,@,W,0.25888055562973
1590,@,],0.039467234164476006
125,@,a,0.318253278732299
1778,A,E,0.02549229376018
1560,A,F,0.041151359677314
1998,A,G,0.009942030534148001
55,A,H,0.417187303304672
1914,A,I,0.015895316377282
738,A,K,0.12917773425579002
152,A,M,0.29915168881416304
109,A,N,0.33628758788108803
1656,A,O,0.034728348255157006
726,A,Q,0.130684688687324
275,A,R,0.23530186712741802
905,A,W,0.106256887316703
749,A,X,0.12688884139060902
290,A,\,0.22856439650058702
128,B,D,0.31628188490867604
50,B,E,0.42536383867263705
857,B,F,0.11274281889200201
1049,B,H,0.08842099457979201
1172,B,K,0.076376520097255
1615,B,L,0.037421356886625005
804,B,P,0.12011372298002201
2118,B,Q,0.001404356677085
75,B,R,0.37756624817848206
373,B,S,0.20182661712169603
1828,B,U,0.021683473140001002
1909,B,X,0.016445081681013
1871,B,Z,0.018798431381583002
1918,B,\,0.015668649226427002
1997,B,],0.009954810142517001
1783,C,D,0.025351785123348004
823,C,E,0.11727598309516901
1582,C,F,0.039757587015628
240,C,G,0.253685116767883
1228,C,H,0.069779373705387
631,C,J,0.14624460041522902
295,C,L,0.22525322437286302
1193,C,M,0.07393483072519301
2108,C,N,0.0016909795813260001
591,C,O,0.15148797631263702
623,C,Q,0.148123770952224
675,C,T,0.13910268247127502
387,C,U,0.19711263477802202
438,C,V,0.183190524578094
1956,C,Y,0.012901369482278002
406,C,Z,0.19170530140399902
270,C,[,0.23910169303417203
1844,C,],0.020471431314945002
436,D,E,0.184278011322021
2019,D,F,0.007829841226339
1161,D,G,0.077675901353359
1535,D,H,0.042706146836280004
811,D,J,0.11877058446407301
1980,D,K,0.01111832819879
187,D,O,0.27587631344795205
259,D,P,0.24363988637924103
955,D,Q,0.09954643249511701
319,D,R,0.21984541416168202
1121,D,S,0.08182987570762601
94,D,U,0.35133272409439004
2068,D,V,0.004129905253648001
664,D,W,0.14131394028663602
686,D,],0.13749311864376002
107,D,b,0.33773565292358404
1810,D,c,0.023543449118733
23,E,F,0.5078164339065551
1118,E,G,0.08207676559686601
225,E,H,0.258998274803161
1068,E,K,0.086735107004642
67,E,L,0.39430111646652205
1753,E,N,0.027273474261164003
511,E,R,0.16714136302471103
385,E,S,0.197537958621978
1533,E,T,0.042876191437244006
991,E,U,0.095579296350479
1726,E,W,0.029635366052389003
508,E,Z,0.16773180663585602
710,E,b,0.13327263295650402
1137,E,c,0.07966166734695401
1208,F,G,0.07214706391096101
253,F,H,0.24826523661613403
594,F,K,0.15119393169879902
1259,F,N,0.066766254603862
635,F,P,0.14572860300540902
542,F,R,0.161722064018249
1355,F,S,0.058029852807521
254,F,T,0.24768212437629702
2127,F,V,0.001002002623863
1802,F,W,0.023886481299996
1076,F,Y,0.086213111877441
1795,F,[,0.024406861513853
1371,F,b,0.056496039032936006
1856,G,I,0.019800925627350002
1019,G,O,0.09255154430866201
1455,G,P,0.049558699131011005
1886,G,Q,0.018094675615429
1758,G,R,0.02691388502717
234,G,S,0.25502797961235
2002,G,U,0.009743887931108001
1127,G,W,0.08082938939332901
1360,G,[,0.057517543435096005
1735,G,],0.028784507885575003
397,G,a,0.193747043609619
117,G,c,0.32483503222465504
1865,H,J,0.019095260649919
1084,H,K,0.08564773947000501
1244,H,L,0.06833832710981301
45,H,M,0.43164199590682906
132,H,N,0.31030049920082003
945,H,R,0.101013489067554
1352,H,T,0.058460246771574007
185,H,U,0.276877701282501
1243,H,V,0.06847954541444701
1075,H,W,0.086338371038436
906,H,X,0.106218360364437
1311,H,Y,0.061791405081748005
1397,H,Z,0.054716616868972
1683,H,[,0.032367039471864
1790,H,a,0.024872865527868
2087,H,b,0.003041663672775
2026,H,c,0.006574140861630001
758,I,J,0.125430688261985
501,I,K,0.16841217875480602
490,I,L,0.170493081212043
1754,I,N,0.027074210345745003
1471,I,O,0.048204254359006
475,I,P,0.173676237463951
1096,I,R,0.08429065346717801
1353,I,S,0.05843847990036
76,I,T,0.37641927599906905
1614,I,W,0.037548013031482
1666,I,X,0.034210566431283
874,I,Y,0.110190868377685
92,I,[,0.354682952165603
514,I,\,0.16634654998779203
216,I,],0.262292593717575
2007,I,b,0.009086467325687
213,J,L,0.263506174087524
1869,J,P,0.018871614709496002
2056,J,Q,0.004739551339298
2051,J,S,0.004879247397184001
592,J,T,0.15144853293895702
134,J,U,0.308452248573303
1135,J,V,0.08014877140522
2012,J,X,0.008300062268972001
1207,J,Y,0.07234171032905501
1345,J,Z,0.059247005730867004
399,J,[,0.19364859163761103
3,J,],0.64348953962326
1214,J,b,0.071323029696941
1294,J,c,0.06366389989852901
1374,K,L,0.056219659745693006
1326,K,M,0.060882255434989006
161,K,N,0.29092979431152305
912,K,P,0.10585203021764701
61,K,R,0.40131875872612
1365,K,T,0.056852493435144
963,K,W,0.09836387634277301
78,K,X,0.37220886349678
1111,K,Y,0.082480184733867
574,K,[,0.15425930917263
1069,K,\,0.086690008640289
1854,K,b,0.019830763339996
777,L,Q,0.123455986380577
880,L,T,0.10987178981304101
742,L,U,0.12847919762134502
1291,L,Y,0.06423479318618701
87,L,Z,0.36226031184196406
79,L,[,0.37186104059219305
1831,L,\,0.02157687395811
1399,L,],0.05463870614767
1064,L,b,0.08718980848789201
658,L,c,0.14187785983085602
96,M,N,0.34793555736541704
1349,M,O,0.05873641744256
1805,M,Q,0.023742362856864003
1338,M,T,0.0596274882555
407,M,U,0.19168585538864102
73,M,V,0.37950339913368203
100,M,W,0.34296768903732305
466,M,X,0.17512959241867002
1044,M,Y,0.08918945491313901
1020,M,Z,0.09254084527492501
1745,M,\,0.02752692811191
826,N,R,0.11670175939798301
108,N,T,0.33692723512649503
1707,N,U,0.030671769753098002
1389,N,V,0.055431615561246005
366,N,W,0.20570799708366302
263,N,X,0.240300849080085
1701,N,[,0.031214479357004003
39,N,\,0.443837583065032
1591,O,P,0.039421964436769
112,O,Q,0.32876306772232
1796,O,S,0.024340204894542
1006,O,U,0.09404560178518201
1557,O,V,0.041200943291187
934,O,W,0.102132506668567
1322,O,Z,0.061068367213010004
1377,O,\,0.056019823998212
645,O,],0.144393935799598
550,O,a,0.16054677963256803
1747,O,b,0.027376670390367
1155,O,c,0.078212723135948
1593,P,Q,0.039067804813385
72,P,R,0.380477547645568
2104,P,S,0.0019264873117200002
300,P,T,0.224596798419952
2001,P,U,0.009775536134839
1414,P,W,0.053774211555719
1468,P,X,0.048299752175807
336,P,Y,0.21600542962551103
1508,P,[,0.044817440211772
1623,P,\,0.036550357937812
1023,P,],0.091532804071903
1476,P,b,0.047743108123540004
820,Q,R,0.117583476006984
1320,Q,U,0.061123695224523
1361,Q,V,0.057493858039379
1977,Q,W,0.011328816413879
1109,Q,X,0.08264967799186701
1364,Q,Y,0.056872032582759004
1210,Q,Z,0.071854189038276
1706,Q,\,0.030713774263858
1119,Q,],0.08197169005870801
379,Q,a,0.20006993412971402
628,Q,c,0.146697267889976
622,R,S,0.14814148843288402
899,R,W,0.10680472850799501
507,R,X,0.16774228215217502
962,R,\,0.09847613424062701
882,R,a,0.109699442982673
891,R,b,0.107794925570487
1354,S,U,0.058049656450748006
708,S,W,0.13377669453620902
1611,S,X,0.037701185792684
1123,S,a,0.08163779973983701
1434,S,c,0.051212437450885
694,T,U,0.13548927009105602
931,T,V,0.10218371450901001
1873,T,W,0.018779078498482
2094,T,X,0.00268140528351
682,T,Y,0.138124600052833
178,T,[,0.280396372079849
1100,T,\,0.08361127972602801
1333,T,],0.059994209557771
1283,T,c,0.064928635954856
182,U,V,0.278224557638168
329,U,W,0.21790030598640403
449,U,X,0.17885327339172302
1202,U,Y,0.07269823551177901
1827,U,[,0.02170275337994
1794,U,],0.024532964453101002
1763,U,b,0.026718666777014004
557,U,c,0.158965945243835
163,V,W,0.290371537208557
296,V,X,0.22524781525135001
193,V,Y,0.27221423387527405
1728,V,Z,0.029309760779142
1935,V,[,0.014388232491910001
1200,V,c,0.07291055470705
274,W,X,0.235595524311065
1443,W,Y,0.050614334642887004
151,X,Y,0.299573123455047
933,X,\,0.10214776545763
256,Y,[,0.24623376131057703
1932,Y,\,0.014650452882051001
598,Z,\,0.15070167183876002
1268,Z,a,0.065869033336639
861,Z,c,0.112537629902362
1060,[,\,0.08768468350172001
1821,[,],0.022520579397678
1198,[,b,0.07309974730014801
505,[,c,0.16787128150463101
1273,\,],0.06555221229791601
1222,],a,0.07054729014635
1848,],b,0.020113142207264
1809,a,c,0.023545976728200003
1926,d,#,0.015016809105873
1755,d,%,0.027055103331804
1596,d,+,0.038951370865106
1450,d,-,0.050174258649349004
1835,d,.,0.021322570741176
824,d,0,0.11707390844821901
176,d,1,0.282735168933868
1321,d,3,0.061115711927413004
278,d,4,0.23414476215839303
1047,d,5,0.088691227138042
610,d,6,0.149744853377342
1617,d,7,0.037241239100694004
856,d,8,0.112850092351436
2079,d,:,0.0034425221383570003
2025,d,<,0.00657854694873
150,d,A,0.29998305439949
1115,d,C,0.082192488014698
71,d,H,0.386582672595977
1236,d,J,0.069239757955074
1855,d,L,0.019804056733846002
246,d,M,0.25162324309349005
873,d,N,0.11035237461328501
1578,d,O,0.040118660777807
1058,d,Q,0.08783342689275701
1190,d,U,0.07436622679233501
1351,d,Z,0.058517366647720004
1836,d,\,0.021076068282127002
1003,d,],0.09427514672279301
106,d,a,0.34060838818550104
451,d,b,0.177147597074508
1029,d,c,0.090435646474361
1704,d,e,0.030853493139147002
1620,d,f,0.036914281547069
980,d,g,0.09709322452545101
605,d,h,0.150044366717338
89,d,i,0.357319116592407
124,d,j,0.31864047050476
1150,d,k,0.07857722043991
1930,d,l,0.014819735661149
1164,d,m,0.07750924676656701
2020,d,n,0.007501682266592
498,d,o,0.169008895754814
11,d,q,0.565828442573547
813,d,t,0.11842292547225901
352,d,u,0.209790885448455
493,d,z,0.17030985653400402
1938,d,{,0.014198135584592
626,e,#,0.147221371531486
678,e,%,0.138616442680358
169,e,&,0.28638413548469505
612,e,*,0.14941293001174902
430,e,+,0.186058580875396
1713,e,",",0.030337885022163003
601,e,-,0.15044561028480502
2035,e,.,0.005787722766399
1992,e,/,0.010390433482825001
265,e,0,0.239963740110397
1249,e,2,0.067796781659126
422,e,3,0.187798112630844
435,e,4,0.18497247993946
1458,e,5,0.049145989120006006
545,e,6,0.16141593456268302
583,e,8,0.152377799153327
24,e,9,0.502554416656494
565,e,<,0.155529737472534
200,e,=,0.26858311891555703
774,e,@,0.12376119941473002
801,e,A,0.12023682892322501
2009,e,B,0.008780699223279
528,e,C,0.16427022218704201
468,e,G,0.17485935986042
1633,e,L,0.036021173000335
1568,e,M,0.040685452520847
488,e,O,0.171099558472633
170,e,Q,0.286345064640045
1588,e,S,0.039590884000062006
1819,e,V,0.022676603868603002
2142,e,W,0.000293454155325
1411,e,Z,0.054006613790988006
31,e,a,0.45937478542327803
98,e,c,0.34525394439697205
2557,e,d,0.0
289,e,g,0.228706836700439
1941,e,k,0.014006512239575001
1163,e,m,0.077560409903526
122,e,o,0.31921553611755304
1046,e,q,0.08911702036857601
666,e,s,0.141105443239212
401,e,t,0.1934554874897
1021,e,u,0.09247318655252401
1151,e,v,0.07841637730598401
1555,e,w,0.041573166847229004
709,e,x,0.133618876338005
1187,e,y,0.07456086575984901
1009,e,z,0.09395398199558201
1720,e,~,0.029878806322813003
684,f,!,0.137765377759933
1692,f,"""",0.031841151416301006
695,f,#,0.13543507456779402
149,f,$,0.30140671133995
1675,f,',0.033304497599601
619,f,(,0.148309603333473
1299,f,*,0.062955223023891
637,f,+,0.14560644328594202
1330,f,-,0.060105510056018004
870,f,.,0.11098801344633101
1641,f,/,0.035351950675249
698,f,1,0.134955674409866
1517,f,2,0.044088762253522006
604,f,4,0.150063201785087
794,f,5,0.12141563743352801
484,f,6,0.17185638844966802
1672,f,7,0.033806420862674005
916,f,:,0.10505086928606001
2135,f,=,0.000627798493951
1158,f,?,0.07811570167541501
1054,f,A,0.08800434321165
395,f,C,0.19472450017929002
1648,f,E,0.035192884504795005
1538,f,G,0.042649962007999004
884,f,H,0.109692618250846
1404,f,J,0.054196022450923004
898,f,L,0.10695750266313502
1797,f,P,0.024262389168143002
1891,f,R,0.0176338031888
1117,f,T,0.082133390009403
428,f,Y,0.18636767566204002
1400,f,Z,0.054427109658718005
439,f,[,0.182087913155555
1751,f,\,0.027292983606457002
2100,f,],0.002097491174936
1822,f,b,0.022517923265695003
943,f,c,0.10123173892498001
2558,f,d,0.0
2559,f,e,0.0
476,f,h,0.173568427562713
83,f,i,0.36554425954818703
588,f,j,0.15154853463172901
474,f,k,0.173711389303207
1740,f,m,0.028181321918964
1546,f,n,0.042094238102436
162,f,r,0.29090374708175604
49,f,t,0.42826431989669805
1298,f,x,0.06298039108514701
415,f,{,0.18980449438095
1410,f,|,0.054031103849411004
1808,f,},0.023646222427487002
1393,f,~,0.05507609993219301
1335,g,!,0.05984617024660101
1481,g,$,0.047451432794332005
283,g,%,0.23123456537723502
279,g,&,0.23404619097709603
1849,g,",",0.020109210163354003
1215,g,0,0.071273006498813
2123,g,2,0.0010932162404060002
18,g,3,0.516897916793823
358,g,5,0.20822188258171
220,g,6,0.260341465473175
6,g,8,0.606628119945526
40,g,9,0.44018024206161505
1031,g,:,0.090271189808845
1142,g,;,0.07926322519779201
1696,g,<,0.03168798983097
447,g,=,0.17996786534786202
902,g,>,0.106475733220577
1645,g,?,0.035277612507343
175,g,B,0.283301562070846
1616,g,C,0.037264734506607
1950,g,J,0.013285256922245001
81,g,Q,0.36872726678848206
1647,g,R,0.035204131156206006
328,g,S,0.218015298247337
900,g,U,0.10677830129861801
1619,g,V,0.03716916590929
491,g,a,0.170369133353233
871,g,b,0.11085798591375301
576,g,c,0.153996393084526
2540,g,d,0.0
2539,g,e,0.0
2529,g,f,0.0
1528,g,j,0.043351616710424
1585,g,m,0.039712421596050006
840,g,o,0.11517992615699701
523,g,p,0.165027096867561
127,g,q,0.316583305597305
141,g,s,0.30397501587867704
554,g,u,0.15967312455177302
1427,g,v,0.051964279264211
1579,g,x,0.039918795228004005
268,g,y,0.23951171338558103
1055,g,z,0.08799476176500301
1232,g,{,0.06937836855649901
2074,g,},0.003889481537044
1721,h,"""",0.029813837260007
1492,h,#,0.046363372355699005
1061,h,$,0.08761434257030401
1818,h,%,0.022688291966915002
2101,h,',0.0020851064473390002
1504,h,(,0.045255195349454005
2124,h,),0.001082654111087
1011,h,*,0.093910910189151
903,h,+,0.106325164437294
1541,h,-,0.042461335659027
1680,h,.,0.032773196697235
1985,h,0,0.010736301541328002
530,h,1,0.16380403935909202
771,h,2,0.12393371760845101
1368,h,3,0.056714739650487005
1271,h,4,0.065604045987129
569,h,5,0.154884114861488
165,h,6,0.28980249166488603
927,h,7,0.10319248586893001
2111,h,8,0.001639529131352
1910,h,=,0.016302000731229
1288,h,?,0.064327597618103
725,h,A,0.13070966303348502
183,h,B,0.277873754501342
558,h,D,0.15851899981498702
1325,h,E,0.06088466197252201
649,h,F,0.143608689308166
1147,h,K,0.07872368395328501
1631,h,L,0.036150459200143
1191,h,N,0.07415990531444501
1613,h,P,0.03761875256896
309,h,R,0.222133725881576
2016,h,T,0.007902783341705001
897,h,[,0.10709277540445301
1705,h,\,0.030721729621291
1669,h,],0.033963400870561
844,h,a,0.114435940980911
7,h,b,0.6065597534179681
2522,h,d,0.0
2523,h,e,0.0
2524,h,f,0.0
2525,h,g,0.0
97,h,i,0.34763693809509205
538,h,j,0.16242249310016602
120,h,k,0.320838242769241
1612,h,l,0.037624739110469006
836,h,m,0.115396589040756
26,h,n,0.49687224626541104
797,h,p,0.12122756242752
1014,h,r,0.09344071894884101
572,h,t,0.15436652302742002
923,h,{,0.10354942083358701
1556,h,},0.041359521448612005
215,i,!,0.263062477111816
968,i,$,0.09806624054908701
964,i,',0.09829232841730101
1146,i,(,0.078739717602729
1300,i,),0.062932983040809
1224,i,*,0.070456653833389
1398,i,+,0.054699525237083005
1987,i,",",0.010700680315494001
930,i,-,0.10243721306324001
740,i,.,0.12870043516159002
1846,i,/,0.020215118303894
46,i,1,0.430845141410827
1289,i,2,0.06428937613964
486,i,4,0.171251907944679
1072,i,5,0.086397528648376
1566,i,6,0.040754094719886
1042,i,7,0.089423656463623
733,i,:,0.129555329680442
1240,i,;,0.06868547201156601
958,i,?,0.099142156541347
179,i,A,0.279848575592041
1903,i,F,0.01693082973361
634,i,H,0.14587910473346702
961,i,J,0.09855278581380801
426,i,L,0.187432587146759
1972,i,M,0.011582662351429001
2114,i,N,0.0015571834519500002
1662,i,Y,0.034616403281688
1635,i,Z,0.035757131874561005
603,i,[,0.15018683671951202
1525,i,\,0.043443329632282
849,i,],0.113853059709072
388,i,a,0.19639669358730302
1278,i,b,0.06497086584568
2526,i,d,0.0
2527,i,e,0.0
2528,i,f,0.0
2530,i,g,0.0
2538,i,h,0.0
5,i,j,0.6076110601425171
730,i,k,0.130277544260025
332,i,l,0.21685791015625
845,i,n,0.11433528363704601
935,i,q,0.10208828747272401
613,i,r,0.149356871843338
157,i,t,0.29431208968162503
1520,i,z,0.043885845690965
190,i,{,0.274642586708068
976,i,|,0.097380831837654
316,i,},0.22096252441406203
1586,i,~,0.039697110652923
260,j,!,0.24351444840431202
1387,j,$,0.05550021305680201
881,j,',0.109870783984661
1204,j,(,0.07261905074119501
832,j,),0.11587873101234401
872,j,",",0.110668450593948
1949,j,-,0.013412358239293001
1025,j,.,0.09137380123138401
1419,j,1,0.053059868514537006
737,j,2,0.12925668060779502
760,j,3,0.12503382563591
171,j,5,0.285803824663162
907,j,6,0.106151178479194
1065,j,7,0.087179958820343
833,j,:,0.115878634154796
444,j,;,0.18082648515701202
2117,j,>,0.001443047076463
549,j,?,0.160836547613143
1813,j,B,0.023268658667802002
1598,j,C,0.038852885365486006
1229,j,D,0.06970012933015801
1314,j,H,0.061494693160057005
1144,j,L,0.079020306468009
1823,j,S,0.022468153387308003
781,j,U,0.12304285168647701
1729,j,[,0.029238315299153002
114,j,],0.32626238465309104
318,j,b,0.22000741958618103
1843,j,c,0.020517190918326003
2531,j,d,0.0
2532,j,e,0.0
2533,j,f,0.0
2534,j,g,0.0
2535,j,h,0.0
2536,j,i,0.0
1807,j,l,0.023646652698516003
2132,j,n,0.00078203016892
1339,j,q,0.05962283909320801
543,j,t,0.16165323555469502
1750,j,v,0.027297519147396
1328,j,y,0.06030552834272301
702,j,{,0.1345776617527
1640,j,|,0.03539241477847
349,j,},0.21042172610759702
1895,j,~,0.017270999029278002
2011,k,!,0.008647267706692
355,k,#,0.20897676050662903
815,k,$,0.11816959083080202
1737,k,%,0.028707031160593
858,k,&,0.11271010339260101
1466,k,(,0.048579066991806
239,k,*,0.25374701619148204
173,k,+,0.28349059820175104
546,k,-,0.161108285188674
1464,k,.,0.048860527575016
711,k,1,0.133175909519195
2103,k,2,0.002008906798437
496,k,4,0.16929161548614502
1649,k,5,0.03506601601839
375,k,<,0.20157419145107203
1710,k,=,0.030432257801294
761,k,A,0.12477574497461301
537,k,B,0.162433788180351
180,k,E,0.27960681915283203
499,k,F,0.16886784136295302
892,k,H,0.107685677707195
580,k,I,0.152953296899795
37,k,L,0.447312295436859
825,k,N,0.11690770834684301
2010,k,P,0.008766068145632001
1988,k,Q,0.010614269413053
237,k,R,0.254902154207229
1513,k,T,0.044345907866954005
